SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LN-9300	Walk In Clinics	RG053177	Jubilee Medical Clinic and Treatment Centre	SV058039	Primary Health Care (Jubilee Medical Clinic and Treatment Centre)	Provides general medical services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.	SL065361	LC053755	2505923441	http://jubileemedicalclinic.com/		Y	English	Mon - Thu, 9 a.m. - 8 p.m.; Fri, 9 a.m. - 5 p.m.; Sat, statutory holidays, 9 a.m. - 1 p.m.	1902	Richmond	Road		Victoria	BC	V8R 4Y2	 48.429647	-123.330171	http://find.healthlinkbc.ca/search.aspx?d=SL065361
LN-9300	Walk In Clinics	RG053179	Cedar Care Clinic Ltd.	SV055399	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Weekend and statutory holiday hours also available.	SL061971	LC054047	6048207676			N	English	Mon - Thu, 7 a.m. - 9 p.m.; Fri, 8 a.m. - 6 p.m.; Sat, Sun and Holidays, 8 a.m. - 3 p.m. Please note that hours are subject to physician availability and patient volume. Please call the office to confirm.	32423	Lougheed	Highway		Mission	BC	V2V 7B8	 49.133045	-122.327389	http://find.healthlinkbc.ca/search.aspx?d=SL061971
LN-9300	Walk In Clinics	RG053185	Cook and Quadra Medical Clinic	SV055311	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday.	SL061817	LC053923	2503866161			Y	English	Mon, Tue, Thu, 8:30 a.m. - 7:45 p.m.; Wed, 8 a.m. - 7:45 p.m.; Fri, 8:30 a.m. - 4:45 p.m.; Closed weekends and holidays. Please note that hours are subject to physician availability and patient volume. May close earlier than scheduled.	3461	Cook	Street		Saanich	BC	V8X 1B3	 48.454832	-123.357844	http://find.healthlinkbc.ca/search.aspx?d=SL061817
LN-9300	Walk In Clinics	RG053189	Aquarius Medical Clinic	SV054977	Aquarius Medical Clinic	Offers walk-in service, family practice, maternity care and women's health clinics. Evening clinic hours offered Monday - Thursday. Saturday and Sunday hours are also available.	SL061387	LC053927	6046697772	http://www.aquariusmedical.ca/		Y	English	Mon - Thu, 9 a.m. - 9 p.m.; Fri, 9 a.m. - 6 p.m.; Sat - Sun, 10 a.m. - 4 p.m. Closed Statutory Holidays	179	Davie	Street		Vancouver	BC	V6Z 2Y1	 49.273776	-123.120741	http://find.healthlinkbc.ca/search.aspx?d=SL061387
LN-9300	Walk In Clinics	RG053191	Clover Care Medical Clinic Ltd	SV055413	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.	SL061993	LC054077	6045747883	http://www.clovercaremedical.com	clovercare@telus.net	N	English	Mon - Fri, 8 a.m. - 9 p.m.; Sat, 9 a.m - 7 p.m.; Sun and Holidays, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	17770	56th	Avenue		Surrey	BC	V3S 1C7	 49.104124	-122.730256	http://find.healthlinkbc.ca/search.aspx?d=SL061993
LN-9300	Walk In Clinics	RG053197	Chinatown Centre Medical Clinic Ltd.	SV055329	Chinatown Centre Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary.	SL062143	LC053931	6046053382			Y	English	Mon, Thu, 9 a.m. - 4 p.m.; Tue, Fri, 9 a.m. - 3 p.m.; Wed, 9 a.m. - 3 p.m.; Sat, 10 a.m. - 2 p.m.	288	East Georgia	Street		Vancouver	BC	V6A 4H8	 49.2785	-123.097498	http://find.healthlinkbc.ca/search.aspx?d=SL062143
LN-9300	Walk In Clinics	RG053203	Cottonwood Medical Clinic	SV055535	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week.	SL062011	LC054091	6044769705			Y		Mon - Sun, 9 a.m. - 8 p.m.; Closing time depends on patient flow and physician availability, please call to confirm.	12005	238th	Street		Maple Ridge	BC	V4R 1W1	 49.22069	-122.561484	http://find.healthlinkbc.ca/search.aspx?d=SL062011
LN-9300	Walk In Clinics	RG053207	Clearbrook Medcare Company	SV055421	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Saturday and Sunday hours also available.	SL062017	LC054095	6048536667			N	English	Mon - Thu, 8 a.m. - 9 p.m.; Fri, 8 a.m. - 5 p.m.; Sat, 9 a.m. - 1 p.m.; Sun, 10 a.m. - 3 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing	32442	George Ferguson	Way		Abbotsford	BC	V2T 4Y4	 49.055069	-122.32576	http://find.healthlinkbc.ca/search.aspx?d=SL062017
LN-9300	Walk In Clinics	RG053209	Delta Medical Clinic	SV055423	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Thursday. Saturday, Sunday, and statutory holiday hours also available.	SL062019	LC058838				Y		Mon - Thu, 9 a.m. - 8 p.m.; Fri, 9 a.m. - 6 p.m.; Sat, 9 a.m. - 3 p.m.; Sun, Statutory Holidays, 11 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients.	4977	Trenant	Street		Delta	BC	V4K 2K5	 49.09232	-123.085306	http://find.healthlinkbc.ca/search.aspx?d=SL062019
LN-9300	Walk In Clinics	RG053211	Doctors' Satellite Medical Clinic Ltd	SV055433	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. After hours health care is available. Evening clinic hours may be offered Monday - Friday. Saturday and Sunday hours also available. Please call to confirm hours for the week.	SL062031	LC060607	6047934566			Y		Clinic hours vary from day to day. Please call for the clinic hours.	45762	Patten	Avenue		Chilliwack	BC	V2P 1S1	 49.168644	-121.958142	http://find.healthlinkbc.ca/search.aspx?d=SL062031
LN-9300	Walk In Clinics	RG053211	Doctors' Satellite Medical Clinic Ltd	SV055433	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. After hours health care is available. Evening clinic hours may be offered Monday - Friday. Saturday and Sunday hours also available. Please call to confirm hours for the week.	SL062035	LC054137	6048242113			N		Clinic hours vary from day to day. Please call for the clinic hours.	6014	Vedder	Road		Chilliwack	BC	V2R 5M4	 49.111478	-121.955801	http://find.healthlinkbc.ca/search.aspx?d=SL062035
LN-9300	Walk In Clinics	RG053213	Lougheed Medical Clinic Ltd.	SV055335	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL061855	LC053937	6044212555			N	English	Mon - Fri, 9 a.m. - 8 p.m.; Sat, 9 a.m. - 5 p.m.; Sun, 10 a.m. - 5 p.m.; Closed on Statutory Holidays; Clinic may close early due to physician shortage, please call to confirm closing time.	9855	Austin	Road		Burnaby	BC	V3J 1N4	 49.25118	-122.89547	http://find.healthlinkbc.ca/search.aspx?d=SL061855
LN-9300	Walk In Clinics	RG053215	Eagle Ridge Medical Clinic	SV055437	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Weekend hours are also available. Includes a family medical practice.	SL062039	LC058319	6049450032			Y	English, Urdu, Punjabi and Hindi	Mon - Fri, 9 a.m - 4 p.m.; Sat, Sun, 9 a.m. - noon.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1173	The High	Street		Coquitlam	BC	V3B 0B1	 49.28314	-122.796051	http://find.healthlinkbc.ca/search.aspx?d=SL062039
LN-9300	Walk In Clinics	RG053221	Quinsam Medical Group	SV055341	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday, Sunday, and statutory holiday hours also available.	SL061847	LC055675	2502860601			Y	English, Afrikaans, German, French	Mon - Fri, 10 a.m. - noon, 12:30 p.m. - 2 p.m., 5 p.m. - 6:45 p.m.; Sat, Sun, and statutory holidays 10 a.m. - 1:30 p.m.	1400	Dogwood	Street		Campbell River	BC	V9W 3A6	 50.029134	-125.249462	http://find.healthlinkbc.ca/search.aspx?d=SL061847
LN-9300	Walk In Clinics	RG053227	Fraser Highway Medical Clinic Ltd.	SV055451	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL062049	LC054105	6048561717			Y	English	Subject to change. Please call to confirm.	27109	Fraser	Highway		Langley	BC	V4W 3R2	 49.058206	-122.474845	http://find.healthlinkbc.ca/search.aspx?d=SL062049
LN-9300	Walk In Clinics	RG053231	Washington Park Medical Clinic	SV055345	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Thursday. Saturday, Sunday and statutory holiday hours also available.	SL061857	LC053941	2503349241	http://www.walkinmedicalclinic.com/	wpmc.mgr@shaw.ca	N	English	Mon - Thu, 8 a.m. - 9 p.m.; Fri, 8 a.m. - 6 p.m.; Sat, 9 a.m. - 6 p.m.; Sun and holidays, 9 a.m. - 5 p.m.; Closed Christmas Day. Please note that hours are subject to physician availability and patient volume. Clinic may close early.	757	Ryan	Road		Courtenay	BC	V9N 3R6	 49.698026	-124.988837	http://find.healthlinkbc.ca/search.aspx?d=SL061857
LN-9300	Walk In Clinics	RG053233	Gladwin Medical Clinic	SV055455	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday clinic hours offered.	SL062053	LC054109	6048515677			N	English	Mon - Fri, 9 a.m. - 5 p.m.; Sat, 9 a.m. - noon.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	2955	Gladwin	Road		Abbotsford	BC	V2T 5T4	 49.055803	-122.316098	http://find.healthlinkbc.ca/search.aspx?d=SL062053
LN-9300	Walk In Clinics	RG053235	Glover Medical Centre	SV055457	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday, Sunday, and statutory hours also be available.	SL062055	LC054111	6045303233	http://www.glovermedical.com/	info@glovermedical.com	N	English	Mon - Fri, 8 a.m. - 5 p.m.; Sat, Sun, Statutory Holidays, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability; Closed Christmas Day and New Years Day.	5796	Glover	Road		Langley	BC	V3A 4H9	 49.108106	-122.65072	http://find.healthlinkbc.ca/search.aspx?d=SL062055
LN-9300	Walk In Clinics	RG053237	Grove Medical Centre Inc.	SV055589	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday hours also available.	SL062059	LC054113	6048821250			N	English	Mon - Fri, 8 a.m. - 8 p.m.; Sat, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	21183	88th	Avenue		Langley	BC	V1M 2G5	 49.162361	-122.633882	http://find.healthlinkbc.ca/search.aspx?d=SL062059
LN-9300	Walk In Clinics	RG053239	Guildford Town Centre Medical Clinic	SV055459	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Wednesday - Friday. Weekend hours are also available.	SL062061	LC054117	6045888764		guildfordmedicalclinic@telus.net	N		Mon, Tue, Sat, 9 a.m. - 6 p.m.; Wed - Fri, 9 a.m. - 9 p.m.; Sun, 10 a.m. - 6 p.m. Please call to confirm as hours are subject to physicians' availability.	15170	104th	Avenue		Surrey	BC	V3R 7B7	 49.191435	-122.801701	http://find.healthlinkbc.ca/search.aspx?d=SL062061
LN-9300	Walk In Clinics	RG053243	Heights Medical Centre	SV055463	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday clinic hours offered.	SL062067	LC054121	6042984491			N	English	Mon - Fri, 9 a.m. to 6 p.m.; Sat, 9 a.m. to 3 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	4446	Hastings	Street		Burnaby	BC	V5C 2K2	 49.280804	-123.004605	http://find.healthlinkbc.ca/search.aspx?d=SL062067
LN-9300	Walk In Clinics	RG053245	Highgate Medical Clinic	SV055465	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday and Tuesday. Saturday hours are also available.	SL062075	LC054125	6047779101			Y	English	Mon - Tue, 10 a.m. - 8 p.m.; Wed, 10 a.m. - 4:30 p.m.; Thu, 10 a.m. - 4:30 p.m.; Fri - Sat, 10 a.m. - 6 p.m.; Closed Sunday and holidays. Please note that closing hours may vary depending on patient volume.	7188	Kingsway			Burnaby	BC	V5E 1G3	 49.218204	-122.955384	http://find.healthlinkbc.ca/search.aspx?d=SL062075
LN-9300	Walk In Clinics	RG053253	Wellpoint Health Kitsilano	SV055445	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Thursday. Saturday, Sunday, and statutory holiday hours also available.	SL062127	LC054063	6047309769	http://www.wellpointhealth.ca/		Y	English	Mon - Thu, 9 a.m. - 9 p.m.; Fri, 9 a.m. - 5 p.m.; Sat, Sun, Statutory Holidays, 10 a.m. - 6 p.m.; Closing hours may vary due to patient flow and physician availability, please call to confirm.	2025	Broadway	Street	W	Vancouver	BC	V6J 1Z6	 49.263854	-123.151159	http://find.healthlinkbc.ca/search.aspx?d=SL062127
LN-9300	Walk In Clinics	RG053255	Pacific Medical Clinic	SV055447	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday and Sunday. Saturday hours also available.	SL062131	LC054057	6043019955			Y	English, Hindi, Punjabi, Mandarin, Cantonese, Bengali	Mon - Fri 9 a.m. - 3 p.m.; Sat and Sun 10 a.m. - 2 p.m.; Hours vary due to physician availability, please call to confirm.	6176	Fraser	Street		Vancouver	BC	V5W 3A1	 49.2286	-123.090632	http://find.healthlinkbc.ca/search.aspx?d=SL062131
LN-9300	Walk In Clinics	RG053255	Pacific Medical Clinic	SV055447	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday and Sunday. Saturday hours also available.	SL072942	LC058776	6048745555			N		Mon - Fri 9 a.m. - 3 p.m.; Sat and Sun 10 a.m. - 2 p.m.; Hours vary due to physician availability, please call to confirm.	2032	Kingsway			Vancouver	BC	V5N 2T3	 49.244943	-123.064712	http://find.healthlinkbc.ca/search.aspx?d=SL072942
LN-9300	Walk In Clinics	RG053257	Pitt Meadows Walk-In Clinic Ltd	SV055417	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week.	SL061899	LC054007	6044654911			N	English	Mon - Sun, 9 a.m. - 9 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	19150	Lougheed	Highway		Pitt Meadows	BC	V3Y 2H6	 49.231619	-122.690953	http://find.healthlinkbc.ca/search.aspx?d=SL061899
LN-9300	Walk In Clinics	RG053261	QE Park Medical Clinic	SV055475	QE Park Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL062135	LC054065	6048744060	http://www.qeparkmedicalclinic.ca		Y	English, Cantonese	Mon - Fri, 9 a.m. - 7 p.m.;  Sat, Sun, Statutory Holidays, 10 a.m. - 4 p.m.; Closing hours may vary due to patient flow and physician availability, please call to confirm.	4060	Cambie	Street		Vancouver	BC	V5Z 2X8	 49.249511	-123.115332	http://find.healthlinkbc.ca/search.aspx?d=SL062135
LN-9300	Walk In Clinics	RG053275	Old Orchard Medical Clinic	SV055469	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Saturday. Sunday hours are also available.	SL061911	LC054035	6044316585	http://www.burnabymedicalclinic.com/index.php	info@oldorchardmedical.ca	Y	English	Mon - Fri, 9 a.m. - 9 p.m.; Sat, 9 a.m. - 8 p.m.; Sun, 10 a.m. - 6 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	4429	Kingsway			Burnaby	BC	V5H 2A1	 49.231407	-123.005129	http://find.healthlinkbc.ca/search.aspx?d=SL061911
LN-9300	Walk In Clinics	RG053283	Meadowfair Medical Clinic	SV055493	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL061933	LC054099	6048649082			N	English	Please call for walk-in clinic hours.	31940	South Fraser			Abbotsford		V2T 1V6	 49.048977	-122.339066	http://find.healthlinkbc.ca/search.aspx?d=SL061933
LN-9300	Walk In Clinics	RG053285	Town Plaza Medical Clinic	SV055495	Town Plaza Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Saturday and Sunday clinic hours offered.	SL061935	LC054115	6049057089			Y	English	Mon - Sat, 9 a.m. - 5:30 p.m.; Sun, 10 a.m. - 4 p.m.	4314	Main	Street		Whistler	BC	V0N 1B4	 50.117232	-122.955944	http://find.healthlinkbc.ca/search.aspx?d=SL061935
LN-9300	Walk In Clinics	RG053289	Ridge Meadows Care Clinic Inc.	SV055497	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday.	SL061945	LC054123	6044665767			Y	English	Mon - Sun, 9 a.m. - 9 p.m.; Closed on Christmas Day.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	22932	Lougheed	Highway		Maple Ridge	BC	V2X 2W2	 49.212942	-122.586928	http://find.healthlinkbc.ca/search.aspx?d=SL061945
LN-9300	Walk In Clinics	RG053289	Ridge Meadows Care Clinic Inc.	SV055497	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Sunday.	SL061959	LC054127	6044659188			Y		Mon - Sun, 9 a.m. - 9 p.m.; Closed on Christmas Day.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	19800	Lougheed	Highway		Pitt Meadows	BC	V3Y 2W1	 49.224039	-122.67235	http://find.healthlinkbc.ca/search.aspx?d=SL061959
LN-9300	Walk In Clinics	RG053293	Medical Arts Centre	SV055507	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday. Saturday and Sunday hours also available.	SL061983	LC000469	2507533431	http://medicalartscentre.com	medicalartscentre@shaw.ca	Y	English	Mon - Fri, 9 a.m. - 9 p.m.; Sat - Sun, 10:30 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	650	Terminal	Avenue		Nanaimo	BC	V9R 5E2	 49.163972	-123.934996	http://find.healthlinkbc.ca/search.aspx?d=SL061983
LN-9300	Walk In Clinics	RG053295	Willoughby Medical Clinic	SV055505	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL061985	LC054129	6045148800	http://www.willoughbymedical.ca		Y	English and Afrikaans	Mon - Thu, 9 a.m. - 9 p.m.; Fri, 9 a.m. - 7 p.m.; Sat, Sun, and Statutory Holidays, 10 a.m. - 6 p.m. Please call to confirm clinic hours as it may vary according to physicians' availability.	20202	66	Avenue		Langley	BC	V2Y 1P3	 49.122595	-122.662595	http://find.healthlinkbc.ca/search.aspx?d=SL061985
LN-9300	Walk In Clinics	RG053299	Aberdeen Health Centre	SV055549	Walk-in Clinic	Walk-in clinic services. Non-emergency health care, no appointment necessary. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL062107	LC054139	6042330068			N	English	Mon - Fri, 9 a.m. - 7 p.m.; Sat, Sun, statutory holidays, 10 a.m. - 6 p.m.	4151	Hazelbridge	Way		Richmond	BC	V6X 4J7	 49.183708	-123.13327	http://find.healthlinkbc.ca/search.aspx?d=SL062107
LN-9300	Walk In Clinics	RG053303	Blundell Centre Medical Clinic	SV055553	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL062111	LC057341	6042418911			Y	English	Mon - Fri, 10 a.m. - 9 p.m.; Sat, Sun, Statutory Holidays, 10 a.m. - 5 p.m.; Clinic hours may vary due to patient volume and physicians' availability, please phone to confirm.	8180	No. 2	Road		Richmond	BC	V7C 5K1	 49.154552	-123.158086	http://find.healthlinkbc.ca/search.aspx?d=SL062111
LN-9300	Walk In Clinics	RG053307	Cook Road Medical Clinic	SV055559	Cook Road Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Saturday and Sunday clinic hours offered.	SL062119	LC054147	6042791942			Y	English	Mon - Fri, 9 a.m. - 5 p.m. Please call for weekend hours.	8171	Cook	Road		Richmond	BC	V6Y 3T8	 49.166544	-123.134308	http://find.healthlinkbc.ca/search.aspx?d=SL062119
LN-9300	Walk In Clinics	RG053309	Ironwood Medical Clinic	SV055563	Ironwood Medical Clinic	Provides full family practice complex primary care services. Walk-in clinic services and booked appointments offered.. Saturday clinic hours offered.	SL062125	LC054149	6044489595	http://www.mydoctor.ca/patient/pws/viewPhysicianPublicWebSite.do?url=drsinghal&webSiteLanguage=en		Y	English	Mon - Fri,  9 a.m. - 5 p.m.; Sat, 9 a.m. - 3 p.m.  Closed Statutory Holidays.	11666	Steveston	Highway		Richmond	BC	V7A 5J3	 49.133312	-123.094082	http://find.healthlinkbc.ca/search.aspx?d=SL062125
LN-9300	Walk In Clinics	RG053311	MCI Medical Clinics Inc.	SV055565	MCI Medical Clinic Lansdowne Centre	Provides non-emergency health care services on a walk-in basis; no appointment is necessary.  Evening clinic hours offered Monday - Friday.	SL062129	LC054151	6042769550	http://www.mcithedoctorsoffice.com/doctors/clinics.cfm?location=BC		Y	English	Mon, 9 a.m. - 9 p.m.; Tue, Wed, Thu, 9 a.m. - 2 p.m.; Fri, 9 a.m. - 9 p.m.; Sat, Sun, 10 a.m. - 5 p.m.	8311	Lansdowne	Road		Richmond	BC	V6X 3A4	 49.173975	-123.132903	http://find.healthlinkbc.ca/search.aspx?d=SL062129
LN-9300	Walk In Clinics	RG053315	Parker Place Medical Clinic Inc.	SV055569	Parker Place Medical Walk-In Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL062133	LC054155	6042739899			Y	English, Cantonese, Mandarin	Mon - Fri, 9 a.m. - 8 p.m.; Sat, Sun, Statutory Holidays, 10 a.m. - 6 p.m.  Closed Christmas Day and New Year's Day, Chinese New Year Day.	4380	No. 3	Road		Richmond	BC	V6X 3V7	 49.181851	-123.136564	http://find.healthlinkbc.ca/search.aspx?d=SL062133
LN-9300	Walk In Clinics	RG053319	Seafair Medical Centre	SV055573	Seafair Medical Centre	Provides non-emergency health care services on a walk-in basis; no appointment is necessary.	SL062141	LC054159	6042755155			Y	English	Mon, 9 a.m. - 9 p.m.; Tue, 9 a.m. - 6 p.m.; Wed, 10 a.m. - 9 p.m.; Thu, 9 a.m. - 3 p.m.; Fri, 10 a.m. - 6 p.m., Sat, Sun, 9 a.m. - 3. p.m.; Clinic hours may vary due to physicians' availability, please call to confirm clinic schedule.	8671	No. 1	Road		Richmond	BC	V7C 1V2	 49.149742	-123.181303	http://find.healthlinkbc.ca/search.aspx?d=SL062141
LN-9300	Walk In Clinics	RG053321	Terra Nova Health Services Ltd	SV055575	Terra Nova Health Services	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered seven days a week.	SL062099	LC054161	6042789527			Y	English	Mon - Sun, 9 a.m. - 9 p.m; Clinic hours may vary due to physicians' availability, please call to confirm clinic schedule.	3675	Westminster	Highway		Richmond	BC	V7C 5V2	 49.169985	-123.182519	http://find.healthlinkbc.ca/search.aspx?d=SL062099
LN-9300	Walk In Clinics	RG053323	Westminster Medical Clinic	SV055577	Westminster Medical Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary. Evening clinic hours offered on Monday. Saturday hours also available, call to confirm.	SL062149	LC054153	6042706004			Y	English	Mon, 9 a.m. - 8 p.m.; Tue, 9 a.m. - 3 p.m.; Wed, Thu, 9 a.m. - 12 noon; Fri, 9 a.m. - 3 p.m..; Call to confirm Saturday hours.	7031	Westminster	Highway		Richmond	BC	V6X 1A3	 49.170178	-123.147326	http://find.healthlinkbc.ca/search.aspx?d=SL062149
LN-9300	Walk In Clinics	RG053325	Kwantlen Medical Clinic	SV055591	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.. Saturday clinic hours also available.	SL062077	LC054165	6045728161			N	English	Mon - Fri, 9 a.m. - 4 p.m.; Sat, 9 a.m. - 1 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	12818	72nd	Avenue		Surrey	BC	V3W 2M9	 49.13365	-122.867417	http://find.healthlinkbc.ca/search.aspx?d=SL062077
LN-9300	Walk In Clinics	RG053327	Metrohealth Clinic	SV055597	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours also available.	SL062105	LC054171	6044333341	http://www.metrohealthclinic.ca/		Y	English, Mandarin, Cantonese, Vietnamese and Hindi.	Mon - Fri, 5 p.m. - 8 p.m.; Sat, Sun, 10 a.m. - 4 p.m.; Hours are subject to change. Please call to confirm. Hours are subject to physician availability and patient volume. Clinics may stop accepting patients before the listed closing time.	4879	Kingsway			Burnaby	BC	V5H 4T6	 49.226886	-122.994703	http://find.healthlinkbc.ca/search.aspx?d=SL062105
LN-9300	Walk In Clinics	RG053329	Newport Medical Clinic	SV055601	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Evening clinic hours offered Monday - Friday. Saturday hours also available.	SL062121	LC055987	6044610016			N	English	Mon - Fri, 9 a.m. - 7 p.m.; Sat, 9 a.m. - 3 p.m.; Closed Sun, statutory holidays; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	205	Newport	Drive		Port Moody	BC	V3H 5C9	 49.282469	-122.827313	http://find.healthlinkbc.ca/search.aspx?d=SL062121
LN-9300	Walk In Clinics	RG053335	North Vancouver Medical Clinic	SV055615	North Vancouver Walk-In Clinic	A family practice and walk in clinic that offers pap tests, prescriptions, vaccinations, allergy shots, preventive health and minor emergency care. Evening hours offered Monday - Thursday. Saturday and Sunday hours available.	SL072919	LC054181	6049048804			N		Mon - Thu, 8 a.m. - 8 p.m.; Fri, 8 a.m. - 5 p.m.; Sat - Sun, 9 a.m. - 2 p.m.	115	16th	Street	W	North Vancouver	BC	V7M 1T3	 49.323109	-123.072992	http://find.healthlinkbc.ca/search.aspx?d=SL072919
LN-9300	Walk In Clinics	RG053337	Peace Arch Community Medical Clinic Ltd	SV055621	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday, and statutory holiday hours also available.	SL062183	LC058736	6045358496			Y	English	Mon - Fri, 9 a.m. - 8 p.m.; Sat, Sun and statutory holidays, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1545	Johnston	Road		White Rock	BC	V4B 3Z6	 49.030207	-122.801178	http://find.healthlinkbc.ca/search.aspx?d=SL062183
